ELO Rankings (seasidereturn - seasidebiweekly1)
Sakura,1538
Tendrii,1299
[REDACTED],1137
DaveTM,1123
Sunset,1074
Hoshikage,1073
Prominence,1070
KnuX,966
Silver,963
oilysines,897
Hyperspeed,888
The Crimson,888
Perci,805
Staci,776
Regaltoad,776
mike$$,752
